,lat,lon,timestamp,amenity,tags,name,weight,vancouver
8895,49.2489205,-123.1850774,2017-01-24T17:19:45.000-08:00,bank,"{'opening_hours': 'Mo-We 08:00-18:00; Th-Fr 08:00-20:00; Sa 08:00-16:00', 'addr:housenumber': '4200', 'addr:street': 'Dunbar Street'}",TD Canada Trust,2,True
8896,49.2489132,-123.1853435,2017-08-28T08:07:40.000-07:00,bank,"{'addr:housenumber': '4205', 'addr:street': 'Dunbar Street'}",RBC,2,True
8900,49.2843874,-123.1086358,2018-02-02T22:30:29.000-08:00,cafe,"{'internet_access': 'wlan', 'opening_hours': 'Mo-Fr 06:00-22:00; Sa 06:30-22:00; Su 06:30-21:00'}",Starbucks,5,True
8901,49.2631506,-123.1216282,2011-11-01T06:17:38.000-07:00,bank,{},CIBC,2,True
8902,49.2106799,-123.1028104,2018-02-04T02:09:43.000-08:00,fast_food,"{'addr:housenumber': '196', 'website': 'http://www.tripleos.com/?p2=/modules/tripleocanada/location.jsp&id=16', 'contact:phone': '+1-604-324-1576', 'addr:street': 'Southeast Marine Drive', 'addr:postcode': 'V5X 2S3', 'addr:city': 'Vancouver'}",Triple-O's,5,True
8903,49.2515901,-123.1272753,2018-12-14T09:20:00.000-08:00,cafe,"{'addr:province': 'BC', 'addr:housenumber': '3820', 'addr:street': 'Oak Street', 'addr:city': 'Vancouver'}",Pallet Coffee Roasters,5,True
8904,49.28049,-123.1316384,2018-02-10T15:24:44.000-08:00,restaurant,"{'addr:housenumber': '1106', 'website': 'http://www.takistaverna.com', 'phone': '+1-604-682-1336', 'cuisine': 'greek', 'addr:street': 'Davie Street', 'addr:postcode': 'V6E 1N1', 'addr:city': 'Vancouver'}",Taki's Taverna,5,True
8905,49.2874022,-123.1169095,2014-11-07T06:05:25.000-08:00,cafe,"{'cuisine': 'sandwich', 'wifi': 'free', 'addr:street': 'Burrard Street', 'source': 'Local knowledge'}",JJ Bean,5,True
8906,49.280319,-123.131586,2018-02-10T15:24:44.000-08:00,restaurant,"{'addr:housenumber': '1125', 'website': 'http://www.thaibasilvancouver.ca', 'phone': '+1-604-677-6767', 'opening_hours': 'Mo-Th 11:30-21:30; Fr-Sa 11:30-22:00; Su 12:00-21:30', 'cuisine': 'thai', 'addr:street': 'Thurlow Street'}",Thai Basil,5,True
8907,49.280456,-123.131581,2017-04-15T18:52:53.000-07:00,cafe,"{'opening_hours': 'Mo-Th 08:00-19:00; Fr-Su 08:00-20:00', 'cuisine': 'french', 'addr:housenumber': '1102', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",Baguette cafe,5,True
8908,49.287914,-123.141113,2013-10-09T03:54:30.000-07:00,fast_food,"{'cuisine': 'burger', 'addr:street': 'Denman Street', 'takeaway': 'yes', 'addr:city': 'Vancouver'}",Vera's Burger,5,True
8909,49.287236,-123.141423,2013-10-09T03:56:30.000-07:00,cafe,"{'cuisine': 'coffee_shop', 'internet_access': 'wlan', 'takeaway': 'yes', 'drive_through': 'no', 'smoking': 'no'}",Starbucks,5,True
8910,49.2870731,-123.1418005,2015-08-17T03:56:10.000-07:00,pub,{},The Three Brits Public House,5,True
8911,49.2905053,-123.13656,2018-08-22T06:40:17.000-07:00,library,"{'wheelchair': 'yes', 'addr:housenumber': '870', 'website': 'http://www.vpl.ca/branches/details/joe_fortes_branch', 'internet_access': 'wlan', 'phone': '+1-604-665-3972', 'opening_hours': 'Mo, Tu, Th 10:00-21:00; We, Fr 10:00-18:00; Sa 10:00-17:00; Su 13:00-17:00', 'addr:street': 'Denman Street'}",VPL Joe Fortes Branch,1,True
8916,49.2782799,-123.1211851,2019-03-22T02:51:45.000-07:00,arts_centre,"{'wheelchair': 'yes', 'addr:housenumber': '555', 'website': 'https://www.contemporaryartgallery.ca/', 'phone': '+1-604-681-2700', 'opening_hours': 'Tu-Su 12:00-18:00', 'addr:street': 'Nelson Street', 'wikidata': 'Q5164961', 'addr:city': 'Vancouver'}",Contemporary Art Gallery,2,True
8917,49.2793561,-123.1234139,2018-02-09T04:59:31.000-08:00,fast_food,"{'addr:province': 'BC', 'addr:housenumber': '718', 'phone': '+1-604-568-4351', 'cuisine': 'regional', 'addr:street': 'Nelson Street', 'addr:postcode': 'V6Z 1L2', 'addr:city': 'Vancouver'}",Mean Poutine,5,True
8918,49.2792751,-123.1233421,2018-03-23T00:03:33.000-07:00,fast_food,"{'opening_hours': 'Mo-Su 11:00-03:00', 'cuisine': 'pizza', 'addr:housenumber': '1005', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}",Megabite,5,True
8919,49.2794324,-123.1235884,2015-09-09T04:42:41.000-07:00,pub,"{'addr:housenumber': '724', 'addr:street': 'Nelson Street', 'addr:city': 'Vancouver'}",The Moose,5,True
8920,49.2792354,-123.1227256,2019-04-13T20:24:15.000-07:00,cafe,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '998', 'website': 'https://www.timhortons.ca/', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'no', 'opening_hours': 'Mo-Su 05:00-00:00', 'addr:street': 'Granville Street', 'brand': 'Tim Hortons', 'operator': 'Restaurant Brands International Inc.', 'addr:city': 'Vancouver'}",Tim Hortons,5,True
8923,49.2585993,-123.044779,2013-10-13T05:57:33.000-07:00,fast_food,{'cuisine': 'pizza'},Fresh Slice Pizza,5,True
8924,49.2584652,-123.0451425,2018-06-14T06:09:27.000-07:00,restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '2881', 'phone': '+1-604-430-6808', 'name:zh': '王子海鮮酒家'}",Prince Chinese Seafood Restaurant,5,True
8925,49.257986700000004,-123.0449264,2017-07-17T23:05:03.000-07:00,fast_food,"{'wheelchair': 'yes', 'cuisine': 'sandwich'}",Subway,5,True
8926,49.2586122,-123.0445699,2013-10-13T05:57:33.000-07:00,restaurant,{'cuisine': 'japanese'},Sushi House,5,True
8927,49.257899,-123.0438067,2017-07-17T23:05:03.000-07:00,fuel,"{'addr:province': 'BC', 'addr:housenumber': '2902', 'addr:street': 'Grandview Highway', 'brand': 'Chevron', 'addr:city': 'Vancouver'}",Chevron,3,True
8928,49.2840032,-123.1254481,2018-07-31T04:35:19.000-07:00,restaurant,"{'opening_hours': 'Mo-Sa 11:45-13:30, 17:30-00:30; Su 17:30-00:00', 'cuisine': 'japanese', 'addr:housenumber': '838', 'addr:street': 'Thurlow Street', 'addr:city': 'Vancouver'}",Guu Original Thurlow,5,True
8929,49.2848635,-123.124863,2018-07-31T01:12:22.000-07:00,fast_food,"{'wheelchair': 'yes', 'drive_through': 'no', 'opening_hours': 'Mo-Fr 07:30-21:30; Sa-Su 08:00-21:30', 'cuisine': 'smoothie; sandwich;wrap;salad', 'outdoor_seating': 'yes', 'addr:street': 'Robson Street', 'takeaway': 'yes'}",Jugo Juice,5,True
8951,49.2343946,-123.1548066,2018-07-14T06:10:07.000-07:00,cafe,{},Honolulu Coffee,5,True
8963,49.2109227,-123.1304363,2012-03-20T05:06:29.000-07:00,restaurant,"{'delivery': 'yes', 'cuisine': 'japanese', 'takeaway': 'yes'}",Applause,5,True
8964,49.2110582,-123.1304389,2012-03-20T05:06:29.000-07:00,cafe,{'shop': 'shoe_repair'},International Deli Cafe,5,True
8965,49.2106081,-123.130504,2019-05-29T17:48:57.000-07:00,dentist,{'healthcare': 'dentist'},Love My Smile,0,True
8966,49.2108729,-123.130452,2019-05-29T17:48:57.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'website': 'https://www.starbucks.com/', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks,5,True
8971,49.2633356,-123.1141944,2012-03-20T08:25:00.000-07:00,restaurant,"{'cuisine': 'japanese', 'addr:housenumber': '451', 'addr:street': 'West Broadway', 'addr:postcode': 'V5Y 1R4'}",Marulilu Cafe,5,True
8973,49.2269711,-123.1287459,2019-07-16T20:38:16.000-07:00,restaurant,"{'brand:wikidata': 'Q55629932', 'name:vi': 'Phở Hòa', 'alt_name': 'Phở Hoà', 'website': 'https://phohoa.com/', 'alt_name:en': 'Pho Hoa', 'brand:wikipedia': 'en:Phở Hòa', 'cuisine': 'vietnamese;noodle', 'alt_name:vi': 'Phở Hoà', 'brand': 'Phở Hòa'}",Phở Hòa,5,True
8974,49.226921,-123.1288066,2012-03-21T05:51:02.000-07:00,fast_food,"{'cuisine': 'sandwich', 'website': 'http://www.subway.com/', 'brand': 'Subway'}",Subway,5,True
8976,49.2048501,-123.1291174,2012-03-22T05:06:58.000-07:00,car_rental,{},Enterprise,4,True
8989,49.286095,-123.1132237,2018-07-24T03:48:36.000-07:00,bicycle_rental,"{'ref': '0021', 'capacity': '22', 'network': 'Mobi'}",Cordova & Granville,4,True
8990,49.2814927,-123.1331514,2018-10-26T20:31:01.000-07:00,restaurant,"{'opening_hours': 'Mo-Su 11:00-02:00', 'cuisine': 'indian', 'phone': '+1-604-602-1558'}",Dosa and Curry on Davie,5,True
8992,49.2675882,-123.0946697,2018-07-25T15:48:27.000-07:00,bicycle_rental,"{'ref': '0238', 'capacity': '26', 'network': 'Mobi'}",Thornton & 1st,4,True
8994,49.285605,-123.1222127,2019-07-14T20:19:12.000-07:00,bank,"{'brand:wikidata': 'Q5138088', 'official_name': 'Coast Capital Savings Federal Credit Union', 'atm': 'yes', 'brand': 'Coast Capital Savings', 'brand:wikipedia': 'en:Coast Capital Savings'}",Coast Capital Savings,2,True
8997,49.2777673,-123.0989237,2018-07-25T16:10:33.000-07:00,pub,{},The Union,5,True
8999,49.2644843,-123.1854326,2018-06-20T15:13:08.000-07:00,social_centre,"{'addr:housenumber': '3679', 'addr:street': 'West Broadway', 'phone': '+1-604-738-1120'}",Royal Canadian Legion - Branch 142 (West Point Grey),0,True
9000,49.2724109,-123.0270159,2018-06-20T15:13:08.000-07:00,social_centre,"{'addr:housenumber': '1410', 'addr:street': 'Kootenay Street', 'phone': '+1-604-874-8510'}",Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section),0,True
9001,49.2660701,-123.1510922,2018-06-20T15:13:08.000-07:00,social_centre,"{'addr:housenumber': '2020', 'addr:street': 'West 6th Avenue', 'phone': '+1-604-737-1033'}",Royal Canadian Legion - Branch 178 (Shalom),0,True
9002,49.2616583,-123.1012917,2018-06-20T15:13:09.000-07:00,social_centre,{'phone': '+1-604-879-3551'},Royal Canadian Legion - Branch 177 (Mount Pleasant),0,True
9010,49.3117439,-123.0790782,2017-11-16T01:35:34.000-08:00,restaurant,"{'addr:province': 'British Columbia', 'cuisine': 'seafood', 'addr:housenumber': '91', 'addr:street': 'Lonsdale Avenue', 'addr:city': 'North Vancouver City'}",Fishworks,5,True
9011,49.3143782,-123.0785081,2017-11-16T02:52:57.000-08:00,recycling,{'recycling_type': 'centre'},Return-It,0,True
9012,49.314727,-123.0795961,2017-11-16T02:52:58.000-08:00,pub,"{'addr:province': 'British Columbia', 'addr:housenumber': '170', 'addr:street': 'West 3rd Street', 'addr:city': 'North Vancouver City'}",Fraternal Order of Eagles Aerie 2638,5,True
9013,49.3140514,-123.0780059,2017-11-16T02:52:58.000-08:00,post_office,"{'addr:province': 'British Columbia', 'addr:housenumber': '126', 'addr:street': 'West 3rd Street', 'addr:city': 'North Vancouver City'}",Cadmos Stationary,1,True
9014,49.2850132,-123.1179138,2017-11-17T01:01:33.000-08:00,restaurant,"{'cuisine': 'mexican', 'addr:housenumber': '586', 'addr:street': 'Hornby Street'}",La Taqueria,5,True
9016,49.2771741,-123.1163459,2017-11-17T16:11:24.000-08:00,restaurant,{},Smithe Salad,5,True
9017,49.3124656,-123.0823044,2017-11-17T19:03:36.000-08:00,bank,"{'addr:province': 'British Columbia', 'addr:housenumber': '180', 'addr:street': 'West Esplanade Street', 'addr:unit': '1', 'addr:city': 'North Vancouver City'}",TD Canada Trust,2,True
9018,49.3125664,-123.0822132,2017-11-17T19:03:36.000-08:00,restaurant,"{'addr:province': 'British Columbia', 'addr:housenumber': '88', 'phone': '+1-778-340-1514', 'cuisine': 'pizza', 'addr:street': 'Chesterfield Avenue', 'addr:city': 'North Vancouver City'}",Boston Pizza,5,True
9019,49.3123945,-123.082122,2017-11-17T19:03:36.000-08:00,ice_cream,"{'addr:province': 'British Columbia', 'addr:housenumber': '180', 'addr:street': 'West Esplanade Street', 'addr:city': 'North Vancouver City'}",Marble Slab Creamery,5,True
9020,49.3124327,-123.08221,2017-11-17T19:03:36.000-08:00,restaurant,"{'addr:province': 'British Columbia', 'addr:housenumber': '180', 'phone': '+1-778-729-0838', 'addr:street': 'West Esplanade Street', 'addr:unit': '2', 'addr:city': 'North Vancouver City'}",Freshii,5,True
9021,49.2099447,-123.1402229,2019-05-29T17:48:57.000-07:00,bank,"{'brand:wikidata': 'Q666694', 'brand': 'CIBC', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce'}",CIBC,2,True
9022,49.2504667,-123.0417872,2019-03-19T06:09:45.000-07:00,restaurant,"{'diet:vegetarian': 'yes', 'delivery': 'yes', 'addr:housenumber': '2996', 'website': 'https://www.ragazzipizza.com/', 'phone': '+1-604-433-2235', 'opening_hours': 'Tu-Th 12:00-21:30; Fr 12:00-22:00; Sa 16:00-22:00; Su 16:00-20:00', 'addr:street': 'East 22nd Avenue', 'takeaway': 'yes'}",Ragazzi Pizza Co.,5,True
9023,49.2247238,-123.0659556,2018-11-07T06:19:20.000-08:00,restaurant,"{'addr:housenumber': '6543', 'outdoor_seating': 'no', 'addr:street': 'Victoria Drive'}",Xiao Jun Meat Skewers,5,True
9026,49.234607,-123.1821906,2019-01-22T16:37:33.000-08:00,restaurant,"{'wheelchair': 'yes', 'delivery': 'yes', 'website': 'https://www.crepeandcafe.com/', 'cuisine': 'french', 'addr:postcode': 'V6N 3E6', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '3500', 'phone': '+1-604-566-9787', 'smoking': 'no', 'opening_hours': 'Mo-Fr 07:00-18:00; Sa-Su 09:00-19:00', 'outdoor_seating': 'no', 'addr:street': 'West 41st Avenue'}",Crêpe & Café,5,True
9035,49.263404,-123.1162261,2013-05-25T05:26:38.000-07:00,fast_food,"{'addr:housenumber': '541', 'website': 'marbleslab.ca', 'cuisine': 'american', 'designation': 'Ice Cream', 'addr:street': 'West Broadway', 'addr:postcode': 'V5Z 1E6'}",Marble Slab Creamery,5,True
9038,49.2861856,-123.1252929,2016-07-27T18:08:35.000-07:00,restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '1136', 'addr:street': 'Alberni Street', 'source': 'survey'}",Oysi Oysi,5,True
9039,49.2853887,-123.1229586,2013-05-26T03:51:52.000-07:00,cafe,"{'website': 'http://www.urbantea.com/', 'shop': 'tea', 'source': 'survey'}",Urban Tea Merchant,5,True
9040,49.2856601,-123.1210867,2018-06-20T15:09:54.000-07:00,restaurant,"{'addr:housenumber': '1088', 'phone': '+1-604-669-8383', 'opening_hours': 'Mo-Su 10:00-15:00, 17:30-22:00', 'cuisine': 'chinese', 'addr:street': 'Melville Street', 'source': 'survey', 'addr:unit': '260', 'addr:city': 'Vancouver'}",Victoria,5,True
9044,49.2685558,-123.1186398,2016-05-27T03:23:16.000-07:00,restaurant,{},Branas,5,True
9048,49.2847445,-123.114506,2019-05-15T21:13:39.000-07:00,bar,"{'addr:housenumber': '476', 'addr:street': 'Granville Street'}",One Under Vancouver,5,True
9049,49.2897968,-123.1212582,2019-05-15T21:20:32.000-07:00,bar,"{'addr:housenumber': '1199', 'addr:street': 'West Cordova Street'}",TAP shack Eatery,5,True
9069,49.3077475,-123.0712446,2019-07-17T21:24:14.000-07:00,bar,"{'opening_hours': 'Mo-We 12:00-20:00; Th 12:00-21:30; Fr-Sa 12:00-23:00; Su 12:00-20:00', 'website': 'https://www.houseoffunkbrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-770-3676'}",House of Funk Tasting Room,5,True
9085,49.2892662,-123.1269369,2019-05-20T05:15:01.000-07:00,restaurant,"{'cuisine': 'sushi', 'addr:street': '1368 West Pender Street'}",Kiku Sushi Restaurant,5,True
9092,49.2903053,-123.1163467,2019-04-12T22:59:09.000-07:00,ferry_terminal,"{'description': 'Daily trips to Downtown Victoria', 'website': 'www.V2Vvacations.com', 'operator': 'V2V Vacations'}",V2V Vacations Vancouver Dock,4,True
9093,49.2661936,-123.0695186,2019-04-13T03:48:55.000-07:00,fast_food,"{'addr:province': 'BC', 'addr:housenumber': '2082', 'cuisine': 'pizza', 'addr:street': 'Commercial Drive', 'entrance': 'yes', 'addr:city': 'Vancouver'}",La Pache Pizza,5,True
9094,49.2662424,-123.0695184,2019-04-13T03:48:55.000-07:00,ice_cream,"{'addr:housenumber': '2080', 'addr:street': 'Commercial Drive', 'entrance': 'yes'}",Elephant Garden Creamery,5,True
9095,49.2662516,-123.069857,2019-04-13T03:48:55.000-07:00,dentist,"{'addr:housenumber': '2085', 'website': 'https://eastvandental.com/', 'addr:street': 'Commercial Drive', 'entrance': 'yes', 'phone': '+1-604-251-4000'}",EastVan Dental,0,True
9097,49.2733583,-123.1327488,2019-04-13T12:16:52.000-07:00,restaurant,{'cuisine': 'chinese'},Chang'an,5,True
9110,49.2519331,-123.0803514,2019-06-28T20:22:35.000-07:00,restaurant,{'cuisine': 'sandwich; vietnamese'},Kingsway Deli,5,True
9111,49.2683379,-123.069464,2019-06-29T13:56:36.000-07:00,restaurant,{'addr:housenumber': '1818'},Cannibal Café,5,True
9125,49.282101,-123.1045134,2019-07-17T18:32:17.000-07:00,cafe,"{'addr:housenumber': '319', 'website': 'http://eastvanroasters.com', 'name:de': 'East Van Roasters - Artisan Chocolate Coffee', 'phone': '+1-604-629-7562', 'opening_hours': 'Tu-Sa 10:00-17:00', 'name:fr': 'East Van Roasters - Artisan Chocolate Coffee', 'cuisine': 'cake;coffee_shop', 'name:en': 'East Van Roasters - Artisan Chocolate Coffee', 'addr:postcode': 'V6B 2J4'}",East Van Roasters,5,True
9130,49.2809572,-123.0612347,2019-07-01T06:29:42.000-07:00,restaurant,{'cuisine': 'vietnamese'},Vietnam House,5,True
9158,49.2833999,-123.1145203,2018-07-10T22:15:55.000-07:00,internet_cafe,"{'opening_hours': 'Mo-Su 10:00-01:00', 'addr:housenumber': '550', 'website': 'http://www.vancouverstudentstore.ca', 'addr:street': 'Seymour Street'}",5FiftyGame,5,True
9159,49.2840577,-123.095047,2018-05-17T19:17:12.000-07:00,bicycle_rental,"{'ref': '0161', 'capacity': '14', 'network': 'Mobi'}",Alexander & Dunlevy,4,True
9160,49.2839923,-123.0911062,2018-05-17T19:17:12.000-07:00,bicycle_rental,"{'ref': '0230', 'capacity': '20', 'network': 'Mobi'}",Alexander & Railway,4,True
9169,49.2707276,-123.1461997,2018-05-20T04:23:18.000-07:00,bicycle_rental,"{'ref': '0108', 'capacity': '16', 'network': 'Mobi'}",1st & Chestnut,4,True
9184,49.2693797,-123.0694291,2017-08-31T16:06:48.000-07:00,cafe,{},EXP Bubbletea+Lifestyle,5,True
9185,49.2693155,-123.0698444,2017-04-24T03:38:07.000-07:00,bank,{'opening_hours': 'Mo-Th 08:00-07:00; Fr 08:00-06:00; Sa 09:00-04:00'},RBC,2,True
9186,49.2749646,-123.0707081,2018-08-21T21:12:30.000-07:00,library,"{'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'addr:housenumber': '1661', 'website': 'https://www.vpl.ca/location/britannia-branch', 'opening_hours': 'Mo, Th-Sa 09:00-18:00; Tu-We 09:00-21:00; Su 13:00-17:00', 'addr:street': 'Napier Street'}",VPL Britannia Branch,1,True
9187,49.2491218,-123.0756558,2018-08-21T21:12:28.000-07:00,library,"{'addr:housenumber': '1428', 'website': 'https://www.vpl.ca/location/kensington-branch', 'phone': '+1-604-665-3961', 'opening_hours': 'Tu, Fr, Sa 10:00-18:00; We, Th 10:00-21:00; Su 13:00-17:00', 'addr:street': 'Cedar Cottage Mews', 'operator': 'Vancouver Public Library'}",VPL Kensington Branch,1,True
9188,49.2493758,-123.0750259,2012-09-27T18:59:22.000-07:00,bank,{},TD Canada Trust,2,True
9189,49.2446462,-123.0644833,2016-06-15T07:05:33.000-07:00,restaurant,"{'cuisine': 'vietnamese', 'addr:housenumber': '2052', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}",Mui Ngo Gai,5,True
9190,49.2388325,-123.0650972,2012-09-27T22:55:12.000-07:00,cafe,{'cuisine': 'vietnamese'},Hoi An Cafe,5,True
9191,49.2382511,-123.0651615,2017-06-26T21:45:52.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '5088', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}",Kawa Sushi,5,True
9192,49.2435959,-123.0623586,2018-06-20T15:09:52.000-07:00,restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '2178', 'addr:street': 'Kingsway', 'phone': '+1-604-677-8286', 'addr:city': 'Vancouver'}",Happy Family Restaurant,5,True
9193,49.2845626,-123.1084807,2017-10-12T04:52:05.000-07:00,pub,"{'addr:housenumber': '108', 'website': 'www.theblackfrog.ca', 'addr:street': 'Cambie Street'}",The Black Frog,5,True
9194,49.2845775,-123.1093205,2019-03-19T01:51:25.000-07:00,cafe,"{'wheelchair': 'no', 'addr:housenumber': '321', 'website': 'https://treescoffee.com/', 'addr:street': 'Water Street'}",Trees Organic Coffee,5,True
9195,49.2847075,-123.1100401,2018-12-18T01:04:32.000-08:00,restaurant,"{'opening_hours': 'Su-We 11:00-21:00; Th-Sa 11:00-22:00', 'wheelchair': 'no', 'addr:housenumber': '353', 'addr:street': 'Water Street'}",MoMo Sushi,5,True
9196,49.2827611,-123.1096481,2019-03-22T02:53:41.000-07:00,restaurant,"{'toilets:wheelchair': 'yes', 'diet:vegetarian': 'yes', 'wheelchair': 'no', 'addr:housenumber': '207', 'website': 'https://www.nuba.ca/', 'phone': '+1-604-688-1655', 'opening_hours': 'Mo-Th 11:30-21:00; Fr 11:30-22:00; Sa 11:00-22:00; Su 11:00-21:00', 'cuisine': 'lebanese', 'addr:street': 'West Hastings Street', 'takeaway': 'yes'}",Nuba,5,True
9197,49.2825011,-123.1092466,2017-05-18T00:11:04.000-07:00,cafe,"{'toilets:wheelchair': 'yes', 'wheelchair': 'limited', 'addr:housenumber': '175', 'website': 'http://www.fuelledbycaffeine.com', 'internet_access': 'wlan', 'opening_hours': 'Mo 07:00-18:00; Tu-Fr 07:00-19:00; Sa 09:00-19:00; Su 09:00-18:00', 'cuisine': 'coffee_shop', 'addr:street': 'West Hastings Street', 'addr:postcode': 'V6B 1H4', 'addr:city': 'Vancouver'}",Bean Around The World,5,True
9201,49.2847649,-123.1210612,2019-07-14T20:19:12.000-07:00,fast_food,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's,5,True
9202,49.2848332,-123.1209459,2019-07-14T20:19:12.000-07:00,cafe,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}",Tim Hortons,5,True
9203,49.2402115,-123.0649324,2017-02-25T04:05:46.000-08:00,restaurant,"{'cuisine': 'asian', 'addr:housenumber': '4884', 'addr:street': 'Victoria Drive'}",Angkor Restaurant,5,True
9204,49.240412,-123.0655441,2016-06-01T20:49:12.000-07:00,restaurant,"{'cuisine': 'german', 'addr:housenumber': '4875', 'addr:street': 'Victoria Drive'}",Deutsches Haus Restaurant,5,True
9205,49.2624829,-123.070061,2014-07-11T01:39:52.000-07:00,fast_food,{'cuisine': 'pizza'},Uncle Fatih's,5,True
9206,49.2621542,-123.0700558,2019-03-10T06:30:54.000-07:00,bank,"{'brand:wikidata': 'Q806693', 'addr:housenumber': '2501', 'brand:wikipedia': 'en:Bank of Montreal', 'opening_hours': 'Mo-Fr 09:00-17:00', 'addr:street': 'Commercial Drive', 'atm': 'yes', 'brand': 'BMO', 'addr:city': 'Vancouver'}",BMO,2,True
9207,49.2621263,-123.0694756,2019-03-10T06:30:54.000-07:00,bank,"{'brand:wikidata': 'Q666694', 'addr:housenumber': '1704', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'opening_hours': 'Mo-Tu 09:00-17:00; We-Fr 09:00-18:00; Sa 09:00-16:00', 'addr:street': 'East Broadway', 'atm': 'yes', 'brand': 'CIBC'}",CIBC,2,True
9208,49.2620177,-123.0695561,2015-09-10T04:08:52.000-07:00,pharmacy,"{'addr:housenumber': '2516', 'addr:street': 'Commercial Drive', 'addr:city': 'Vancouver'}",Alberto Pharmacy,0,True
9209,49.2617463,-123.0696025,2019-03-10T06:30:54.000-07:00,fast_food,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '2570', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Commercial Drive', 'brand': ""McDonald's"", 'addr:city': 'Vancouver'}",McDonald's,5,True
9210,49.2616597,-123.0696079,2019-03-10T06:30:54.000-07:00,fast_food,"{'brand:wikidata': 'Q1936229', 'opening_hours': 'Mo-Sa 10:00-22:00; Su 11:00-21:00', 'cuisine': 'sandwich', 'brand': 'Quiznos', 'brand:wikipedia': 'en:Quiznos'}",Quiznos,5,True
9211,49.2615906,-123.0696065,2018-03-14T01:13:25.000-07:00,fast_food,"{'opening_hours': 'Su-Th 10:00-00:00; Fr-Sa 10:00-02:00', 'cuisine': 'pizza'}",Fresh Slice,5,True
9212,49.2620273,-123.0700397,2019-03-10T06:30:54.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'addr:housenumber': '2517', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:00-21:00; Sa 05:30-21:00; Su 06:00-21:00', 'cuisine': 'coffee_shop', 'addr:street': 'Commercial Drive', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}",Starbucks,5,True
9213,49.2649351,-123.0694975,2017-08-31T16:06:48.000-07:00,cafe,"{'opening_hours': 'Mo-Su 06:00-22:00', 'cuisine': 'coffee_shop', 'addr:housenumber': '2206', 'addr:street': 'Commercial Drive', 'internet_access': 'no'}",JJ Bean,5,True
9214,49.2678955,-123.0694445,2018-10-26T20:30:07.000-07:00,restaurant,"{'addr:housenumber': '1858', 'website': 'http://www.spadecoffee.ca', 'phone': '+1-604-428-4092', 'opening_hours': 'Mo-Th 08:00-20:00, Fr-Sa 08:00-22:00, Su 08:00-18:00', 'cuisine': 'coffee;bistro', 'addr:street': 'Commercial Drive', 'addr:postcode': 'V5N 4A5', 'email': 'spadecommercialdrive@gmail.com', 'addr:city': 'Vancouver'}",Spade,5,True
9215,49.2683984,-123.0698801,2019-06-14T08:38:16.000-07:00,bar,"{'opening_hours': 'Mo-Th 11:30-11:00; Fr,Sa 11:30-12:00; Su 12:00-10:00', 'cuisine': 'greek'}",Park Drive,5,True
9216,49.2689086,-123.0698532,2012-10-03T17:36:15.000-07:00,cafe,{'cuisine': 'italian'},Cafe Calabria,5,True
9217,49.2688079,-123.069416,2017-12-13T05:25:44.000-08:00,cafe,"{'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'addr:housenumber': '1746', 'opening_hours': 'Mo-Sa 05:00-20:30, Su 05:30-20:30', 'cuisine': 'coffee_shop', 'addr:street': 'Commercial Drive'}",Starbucks,5,True
